member_id,days_since_last_checkin,momentum_drop,purchase_drop,pending_cancel_flag,score,band
1,22,0.0,0.0,0.0,12.8,GREEN
2,24,0.0,0.0,0.0,14.0,GREEN
3,24,0.0,0.0,0.0,14.0,GREEN
4,22,0.0,0.0,0.0,12.8,GREEN
5,22,0.0,0.0,0.0,12.8,GREEN
6,34,0.0,0.0,0.0,19.8,GREEN
7,25,0.0,0.0,0.0,14.6,GREEN
8,29,0.0,0.0,0.0,16.9,GREEN
9,24,0.0,0.0,0.0,14.0,GREEN
10,24,0.0,0.0,0.0,14.0,GREEN
11,24,0.0,0.0,0.0,14.0,GREEN
12,24,0.0,0.0,0.0,14.0,GREEN
13,25,0.0,0.0,0.0,14.6,GREEN
14,31,0.0,0.0,0.0,18.1,GREEN
15,22,0.0,0.0,0.0,12.8,GREEN
16,26,0.0,0.0,0.0,15.2,GREEN
17,35,0.0,0.0,0.0,20.4,GREEN
18,32,0.0,0.0,0.0,18.7,GREEN
19,23,0.0,0.0,0.0,13.4,GREEN
20,24,0.0,0.0,0.0,14.0,GREEN
21,23,0.0,0.0,0.0,13.4,GREEN
22,29,0.0,0.0,0.0,16.9,GREEN
23,29,0.0,0.0,0.0,16.9,GREEN
24,28,0.0,0.0,0.0,16.3,GREEN
25,23,0.0,0.0,0.0,13.4,GREEN
26,24,0.0,0.0,0.0,14.0,GREEN
27,27,0.0,0.0,0.0,15.8,GREEN
28,23,0.0,0.0,0.0,13.4,GREEN
29,27,0.0,0.0,0.0,15.8,GREEN
30,23,0.0,0.0,0.0,13.4,GREEN
31,38,0.0,0.0,0.0,22.2,GREEN
32,32,0.0,0.0,0.0,18.7,GREEN
33,29,0.0,0.0,0.0,16.9,GREEN
34,26,0.0,0.0,0.0,15.2,GREEN
35,25,0.0,0.0,0.0,14.6,GREEN
36,22,0.0,0.0,0.0,12.8,GREEN
37,23,0.0,0.0,0.0,13.4,GREEN
38,31,0.0,0.0,0.0,18.1,GREEN
39,23,0.0,0.0,0.0,13.4,GREEN
40,22,0.0,0.0,0.0,12.8,GREEN
41,22,0.0,0.0,0.0,12.8,GREEN
42,24,0.0,0.0,0.0,14.0,GREEN
43,30,0.0,0.0,0.0,17.5,GREEN
44,28,0.0,0.0,0.0,16.3,GREEN
45,23,0.0,0.0,0.0,13.4,GREEN
46,26,0.0,0.0,0.0,15.2,GREEN
47,22,0.0,0.0,0.0,12.8,GREEN
48,28,0.0,0.0,0.0,16.3,GREEN
49,23,0.0,0.0,0.0,13.4,GREEN
50,22,0.0,0.0,0.0,12.8,GREEN
51,32,0.0,0.0,0.0,18.7,GREEN
52,30,0.0,0.0,0.0,17.5,GREEN
53,26,0.0,0.0,0.0,15.2,GREEN
54,23,0.0,0.0,0.0,13.4,GREEN
55,22,0.0,0.0,0.0,12.8,GREEN
56,23,0.0,0.0,0.0,13.4,GREEN
57,36,0.0,0.0,0.0,21.0,GREEN
58,27,0.0,0.0,0.0,15.8,GREEN
59,58,0.0,0.0,0.0,33.8,GREEN
60,27,0.0,0.0,0.0,15.8,GREEN
61,29,0.0,0.0,0.0,16.9,GREEN
62,24,0.0,0.0,0.0,14.0,GREEN
63,25,0.0,0.0,0.0,14.6,GREEN
64,24,0.0,0.0,0.0,14.0,GREEN
65,40,0.0,0.0,0.0,23.3,GREEN
66,22,0.0,0.0,0.0,12.8,GREEN
67,33,0.0,0.0,0.0,19.2,GREEN
68,23,0.0,0.0,0.0,13.4,GREEN
69,25,0.0,0.0,0.0,14.6,GREEN
70,24,0.0,0.0,0.0,14.0,GREEN
71,24,0.0,0.0,0.0,14.0,GREEN
72,33,0.0,0.0,0.0,19.2,GREEN
73,35,0.0,0.0,0.0,20.4,GREEN
74,26,0.0,0.0,0.0,15.2,GREEN
75,23,0.0,0.0,0.0,13.4,GREEN
76,29,0.0,0.0,0.0,16.9,GREEN
77,22,0.0,0.0,0.0,12.8,GREEN
78,29,0.0,0.0,0.0,16.9,GREEN
79,31,0.0,0.0,0.0,18.1,GREEN
80,22,0.0,0.0,0.0,12.8,GREEN
81,38,0.0,0.0,0.0,22.2,GREEN
82,24,0.0,0.0,0.0,14.0,GREEN
83,46,0.0,0.0,0.0,26.8,GREEN
84,32,0.0,0.0,0.0,18.7,GREEN
85,34,0.0,0.0,0.0,19.8,GREEN
86,26,0.0,0.0,0.0,15.2,GREEN
87,23,0.0,0.0,0.0,13.4,GREEN
88,24,0.0,0.0,0.0,14.0,GREEN
89,22,0.0,0.0,0.0,12.8,GREEN
90,26,0.0,0.0,0.0,15.2,GREEN
91,22,0.0,0.0,0.0,12.8,GREEN
92,28,0.0,0.0,0.0,16.3,GREEN
93,43,0.0,0.0,0.0,25.1,GREEN
94,24,0.0,0.0,0.0,14.0,GREEN
95,22,0.0,0.0,0.0,12.8,GREEN
96,23,0.0,0.0,0.0,13.4,GREEN
97,28,0.0,0.0,0.0,16.3,GREEN
98,22,0.0,0.0,0.0,12.8,GREEN
99,24,0.0,0.0,0.0,14.0,GREEN
100,29,0.0,0.0,0.0,16.9,GREEN
101,24,0.0,0.0,0.0,14.0,GREEN
102,24,0.0,0.0,0.0,14.0,GREEN
103,27,0.0,0.0,0.0,15.8,GREEN
104,23,0.0,0.0,0.0,13.4,GREEN
105,25,0.0,0.0,0.0,14.6,GREEN
106,22,0.0,0.0,0.0,12.8,GREEN
107,27,0.0,0.0,0.0,15.8,GREEN
108,23,0.0,0.0,0.0,13.4,GREEN
109,22,0.0,0.0,0.0,12.8,GREEN
110,25,0.0,0.0,0.0,14.6,GREEN
111,25,0.0,0.0,0.0,14.6,GREEN
112,24,0.0,0.0,0.0,14.0,GREEN
113,26,0.0,0.0,0.0,15.2,GREEN
114,23,0.0,0.0,0.0,13.4,GREEN
115,43,0.0,0.0,0.0,25.1,GREEN
116,31,0.0,0.0,0.0,18.1,GREEN
117,24,0.0,0.0,0.0,14.0,GREEN
118,26,0.0,0.0,0.0,15.2,GREEN
119,22,0.0,0.0,0.0,12.8,GREEN
120,25,0.0,0.0,0.0,14.6,GREEN
121,23,0.0,0.0,0.0,13.4,GREEN
122,24,0.0,0.0,0.0,14.0,GREEN
123,23,0.0,0.0,0.0,13.4,GREEN
124,22,0.0,0.0,0.0,12.8,GREEN
125,23,0.0,0.0,0.0,13.4,GREEN
126,33,0.0,0.0,0.0,19.2,GREEN
127,22,0.0,0.0,0.0,12.8,GREEN
128,24,0.0,0.0,0.0,14.0,GREEN
129,26,0.0,0.0,0.0,15.2,GREEN
130,26,0.0,0.0,0.0,15.2,GREEN
131,23,0.0,0.0,0.0,13.4,GREEN
132,25,0.0,0.0,0.0,14.6,GREEN
133,44,0.0,0.0,0.0,25.7,GREEN
134,23,0.0,0.0,0.0,13.4,GREEN
135,23,0.0,0.0,0.0,13.4,GREEN
136,31,0.0,0.0,0.0,18.1,GREEN
137,26,0.0,0.0,0.0,15.2,GREEN
138,25,0.0,0.0,0.0,14.6,GREEN
139,27,0.0,0.0,0.0,15.8,GREEN
140,22,0.0,0.0,0.0,12.8,GREEN
141,25,0.0,0.0,0.0,14.6,GREEN
142,31,0.0,0.0,0.0,18.1,GREEN
143,22,0.0,0.0,0.0,12.8,GREEN
144,26,0.0,0.0,0.0,15.2,GREEN
145,26,0.0,0.0,0.0,15.2,GREEN
146,27,0.0,0.0,0.0,15.8,GREEN
147,23,0.0,0.0,0.0,13.4,GREEN
148,25,0.0,0.0,0.0,14.6,GREEN
149,31,0.0,0.0,0.0,18.1,GREEN
150,22,0.0,0.0,0.0,12.8,GREEN
151,24,0.0,0.0,0.0,14.0,GREEN
152,26,0.0,0.0,0.0,15.2,GREEN
153,35,0.0,0.0,0.0,20.4,GREEN
154,28,0.0,0.0,0.0,16.3,GREEN
155,26,0.0,0.0,0.0,15.2,GREEN
156,24,0.0,0.0,0.0,14.0,GREEN
157,26,0.0,0.0,0.0,15.2,GREEN
158,22,0.0,0.0,0.0,12.8,GREEN
159,28,0.0,0.0,0.0,16.3,GREEN
160,22,0.0,0.0,0.0,12.8,GREEN
161,26,0.0,0.0,0.0,15.2,GREEN
162,22,0.0,0.0,0.0,12.8,GREEN
163,23,0.0,0.0,0.0,13.4,GREEN
164,33,0.0,0.0,0.0,19.2,GREEN
165,22,0.0,0.0,0.0,12.8,GREEN
166,22,0.0,0.0,0.0,12.8,GREEN
167,24,0.0,0.0,0.0,14.0,GREEN
168,23,0.0,0.0,0.0,13.4,GREEN
169,24,0.0,0.0,0.0,14.0,GREEN
170,22,0.0,0.0,0.0,12.8,GREEN
171,34,0.0,0.0,0.0,19.8,GREEN
172,24,0.0,0.0,0.0,14.0,GREEN
173,29,0.0,0.0,0.0,16.9,GREEN
174,22,0.0,0.0,0.0,12.8,GREEN
175,25,0.0,0.0,0.0,14.6,GREEN
176,27,0.0,0.0,0.0,15.8,GREEN
177,24,0.0,0.0,0.0,14.0,GREEN
178,30,0.0,0.0,0.0,17.5,GREEN
179,23,0.0,0.0,0.0,13.4,GREEN
180,22,0.0,0.0,0.0,12.8,GREEN
181,22,0.0,0.0,0.0,12.8,GREEN
182,22,0.0,0.0,0.0,12.8,GREEN
183,28,0.0,0.0,0.0,16.3,GREEN
184,22,0.0,0.0,0.0,12.8,GREEN
185,22,0.0,0.0,0.0,12.8,GREEN
186,34,0.0,0.0,0.0,19.8,GREEN
187,23,0.0,0.0,0.0,13.4,GREEN
188,23,0.0,0.0,0.0,13.4,GREEN
189,23,0.0,0.0,0.0,13.4,GREEN
190,28,0.0,0.0,0.0,16.3,GREEN
191,23,0.0,0.0,0.0,13.4,GREEN
192,23,0.0,0.0,0.0,13.4,GREEN
193,23,0.0,0.0,0.0,13.4,GREEN
194,22,0.0,0.0,0.0,12.8,GREEN
195,30,0.0,0.0,0.0,17.5,GREEN
196,28,0.0,0.0,0.0,16.3,GREEN
197,27,0.0,0.0,0.0,15.8,GREEN
198,37,0.0,0.0,0.0,21.6,GREEN
199,25,0.0,0.0,0.0,14.6,GREEN
200,22,0.0,0.0,0.0,12.8,GREEN
201,24,0.0,0.0,0.0,14.0,GREEN
202,25,0.0,0.0,0.0,14.6,GREEN
203,24,0.0,0.0,0.0,14.0,GREEN
204,29,0.0,0.0,0.0,16.9,GREEN
205,24,0.0,0.0,0.0,14.0,GREEN
206,22,0.0,0.0,0.0,12.8,GREEN
207,25,0.0,0.0,0.0,14.6,GREEN
208,27,0.0,0.0,0.0,15.8,GREEN
209,28,0.0,0.0,0.0,16.3,GREEN
210,23,0.0,0.0,0.0,13.4,GREEN
211,22,0.0,0.0,0.0,12.8,GREEN
212,24,0.0,0.0,0.0,14.0,GREEN
213,24,0.0,0.0,0.0,14.0,GREEN
214,35,0.0,0.0,0.0,20.4,GREEN
215,27,0.0,0.0,0.0,15.8,GREEN
216,26,0.0,0.0,0.0,15.2,GREEN
217,30,0.0,0.0,0.0,17.5,GREEN
218,22,0.0,0.0,0.0,12.8,GREEN
219,37,0.0,0.0,0.0,21.6,GREEN
220,25,0.0,0.0,0.0,14.6,GREEN
221,40,0.0,0.0,0.0,23.3,GREEN
222,27,0.0,0.0,0.0,15.8,GREEN
223,26,0.0,0.0,0.0,15.2,GREEN
224,31,0.0,0.0,0.0,18.1,GREEN
225,40,0.0,0.0,0.0,23.3,GREEN
226,40,0.0,0.0,0.0,23.3,GREEN
227,31,0.0,0.0,0.0,18.1,GREEN
228,30,0.0,0.0,0.0,17.5,GREEN
229,22,0.0,0.0,0.0,12.8,GREEN
230,27,0.0,0.0,0.0,15.8,GREEN
231,23,0.0,0.0,0.0,13.4,GREEN
232,29,0.0,0.0,0.0,16.9,GREEN
233,24,0.0,0.0,0.0,14.0,GREEN
234,33,0.0,0.0,0.0,19.2,GREEN
235,22,0.0,0.0,0.0,12.8,GREEN
236,23,0.0,0.0,0.0,13.4,GREEN
237,22,0.0,0.0,0.0,12.8,GREEN
238,26,0.0,0.0,0.0,15.2,GREEN
239,39,0.0,0.0,0.0,22.7,GREEN
240,23,0.0,0.0,0.0,13.4,GREEN
241,24,0.0,0.0,0.0,14.0,GREEN
242,34,0.0,0.0,0.0,19.8,GREEN
243,22,0.0,0.0,0.0,12.8,GREEN
244,31,0.0,0.0,0.0,18.1,GREEN
245,25,0.0,0.0,0.0,14.6,GREEN
246,23,0.0,0.0,0.0,13.4,GREEN
247,26,0.0,0.0,0.0,15.2,GREEN
248,24,0.0,0.0,0.0,14.0,GREEN
249,24,0.0,0.0,0.0,14.0,GREEN
250,22,0.0,0.0,0.0,12.8,GREEN
251,26,0.0,0.0,0.0,15.2,GREEN
252,23,0.0,0.0,0.0,13.4,GREEN
253,27,0.0,0.0,0.0,15.8,GREEN
254,28,0.0,0.0,0.0,16.3,GREEN
255,30,0.0,0.0,0.0,17.5,GREEN
256,22,0.0,0.0,0.0,12.8,GREEN
257,22,0.0,0.0,0.0,12.8,GREEN
258,26,0.0,0.0,0.0,15.2,GREEN
259,26,0.0,0.0,0.0,15.2,GREEN
260,23,0.0,0.0,0.0,13.4,GREEN
261,23,0.0,0.0,0.0,13.4,GREEN
262,26,0.0,0.0,0.0,15.2,GREEN
263,22,0.0,0.0,0.0,12.8,GREEN
264,23,0.0,0.0,0.0,13.4,GREEN
265,30,0.0,0.0,0.0,17.5,GREEN
266,25,0.0,0.0,0.0,14.6,GREEN
267,22,0.0,0.0,0.0,12.8,GREEN
268,24,0.0,0.0,0.0,14.0,GREEN
269,26,0.0,0.0,0.0,15.2,GREEN
270,42,0.0,0.0,0.0,24.5,GREEN
271,24,0.0,0.0,0.0,14.0,GREEN
272,25,0.0,0.0,0.0,14.6,GREEN
273,22,0.0,0.0,0.0,12.8,GREEN
274,28,0.0,0.0,0.0,16.3,GREEN
275,23,0.0,0.0,0.0,13.4,GREEN
276,29,0.0,0.0,0.0,16.9,GREEN
277,27,0.0,0.0,0.0,15.8,GREEN
278,23,0.0,0.0,0.0,13.4,GREEN
279,23,0.0,0.0,0.0,13.4,GREEN
280,29,0.0,0.0,0.0,16.9,GREEN
281,23,0.0,0.0,0.0,13.4,GREEN
282,28,0.0,0.0,0.0,16.3,GREEN
283,34,0.0,0.0,0.0,19.8,GREEN
284,31,0.0,0.0,0.0,18.1,GREEN
285,37,0.0,0.0,0.0,21.6,GREEN
286,30,0.0,0.0,0.0,17.5,GREEN
287,23,0.0,0.0,0.0,13.4,GREEN
288,22,0.0,0.0,0.0,12.8,GREEN
289,34,0.0,0.0,0.0,19.8,GREEN
290,31,0.0,0.0,0.0,18.1,GREEN
291,28,0.0,0.0,0.0,16.3,GREEN
292,23,0.0,0.0,0.0,13.4,GREEN
293,23,0.0,0.0,0.0,13.4,GREEN
294,27,0.0,0.0,0.0,15.8,GREEN
295,26,0.0,0.0,0.0,15.2,GREEN
296,29,0.0,0.0,0.0,16.9,GREEN
297,22,0.0,0.0,0.0,12.8,GREEN
298,23,0.0,0.0,0.0,13.4,GREEN
299,24,0.0,0.0,0.0,14.0,GREEN
300,26,0.0,0.0,0.0,15.2,GREEN
